Site,Batch Completion Date,Batch Number,Tank Number,Cost Center,Technology,Product,Inventory Category,Equalization Lot Number,Parent Batch Planned Qty,Parent Batch Actual Qty,PA Time,Formulated CM Time,QC Adj CM Time,Tot. CM Time,80 appv.,Filling Time,90 appv.,Tot. Time
Cleveland,2019-11-12,71103,T118 B29,2,SOLVENTBASE,NBCKAD,1261,806040968,1000.0,1010.28,1 days 14:53:00.000000000,6 days 11:41:55.000000000,5 days 23:04:20.000000000,14 days 08:11:54.000000000,14 days 02:59:20.000000000,2 days 11:49:18.000000000,0 days 02:42:28.000000000,30 days 13:01:39.000000000
Cleveland,2019-06-05,60103,P31PW31,7,WATERBASE,BIP2WC1Z,1411,806033860,290.0,299.42,0 days 04:35:15.000000000,0 days 12:40:37.000000000,9 days 16:03:12.000000000,11 days 09:30:32.000000000,14 days 02:28:40.000000000,1 days 01:38:37.000000000,0 days 13:38:26.000000000,18 days 19:48:11.000000000
Cleveland,2019-08-05,60115,P31PW03,7,WATERBASE,BIP2WC7,1411,806033866,290.0,302.09,0 days 06:07:10.000000000,0 days 19:52:22.000000000,8 days 07:28:48.000000000,13 days 03:28:05.000000000,14 days 02:05:44.000000000,0 days 04:12:59.000000000,0 days 03:00:18.000000000,16 days 13:11:34.000000000
Cleveland,2019-10-08,67670,T112 B29,2,SOLVENTBASE,NBCQAK,1261,806038772,1500.0,1533.12,2 days 08:25:43.000000000,0 days 23:56:23.000000000,0 days 00:00:05.000000000,8 days 17:14:17.000000000,14 days 01:29:40.000000000,0 days 08:34:35.000000000,10 days 08:08:46.000000000,29 days 07:26:17.000000000
Cleveland,2019-08-07,65817,T822 B8,5,WATERBASE,JWBE8W2X,1291,806037711,1255.0,1263.4,2 days 12:55:54.000000000,1 days 16:18:21.000000000,0 days 10:32:58.000000000,3 days 07:23:25.000000000,14 days 00:13:35.000000000,0 days 17:40:40.000000000,0 days 10:35:12.000000000,25 days 14:00:11.000000000
Cleveland,2019-05-08,57878,T127 B29,2,SOLVENTBASE,DCT7365RL,1131,806032336,1500.0,1608.58,0 days 05:29:33.000000000,1 days 04:31:47.000000000,12 days 07:59:52.000000000,14 days 08:40:43.000000000,14 days 00:08:56.000000000,0 days 07:54:04.000000000,0 days 17:38:56.000000000,17 days 07:55:53.000000000
Cleveland,2019-09-20,68426,T501 B24,6,A-LIQUID,SNAPKAD,1261,806039231,5200.0,5498.84,1 days 04:04:33.000000000,1 days 16:09:50.000000000,7 days 11:33:26.000000000,15 days 02:34:27.000000000,13 days 23:11:24.000000000,2 days 00:07:20.000000000,2 days 04:53:18.000000000,23 days 01:03:27.000000000
Cleveland,2019-04-29,51826,T826 B8,5,WATERBASE,MMB6989,1451,806028686,932.0,859.32,0 days 09:00:20.000000000,0 days 17:44:03.000000000,11 days 05:43:23.000000000,14 days 21:28:55.000000000,13 days 22:49:12.000000000,0 days 12:11:35.000000000,0 days 04:24:30.000000000,18 days 12:57:07.000000000
Cleveland,2019-05-06,56329,Tote,3,WATERBASE,HWTSPT,1121,806031366,1200.0,1203.98,0 days 06:29:28.000000000,20 days 19:35:42.000000000,3 days 15:21:04.000000000,20 days 19:36:28.000000000,13 days 22:26:00.000000000,5 days 10:22:23.000000000,6 days 04:23:09.000000000,24 days 04:28:36.000000000
Cleveland,2019-07-18,58182,T829 B8,5,WATERBASE,BIP2M416,1411,806032574,3000.0,3066.87,4 days 22:46:13.000000000,1 days 04:49:31.000000000,9 days 11:35:25.000000000,15 days 11:25:25.000000000,13 days 21:12:00.000000000,0 days 17:14:37.000000000,2 days 07:04:32.000000000,24 days 19:53:52.000000000
Cleveland,2019-06-06,58933,T806 B8,5,WATERBASE,AWB2NH797M,1231,806033056,1500.0,1506.59,0 days 04:57:10.000000000,1 days 09:53:27.000000000,0 days 00:00:15.000000000,9 days 11:58:26.000000000,13 days 20:24:06.000000000,0 days 20:54:21.000000000,0 days 09:16:33.000000000,19 days 23:16:24.000000000
Cleveland,2019-04-30,55499,T809 B8,5,WATERBASE,BIP2WC27,1411,806030857,1501.0,1565.26,0 days 04:46:28.000000000,1 days 14:02:30.000000000,11 days 17:48:57.000000000,15 days 11:34:11.000000000,13 days 19:08:34.000000000,4 days 13:20:41.000000000,5 days 22:00:24.000000000,35 days 14:48:18.000000000
Cleveland,2020-02-11,80240,,7,WATERBASE,JWBT1K5HP,1291,806045770,300.0,321.41,0 days 17:42:58.000000000,0 days 16:53:17.000000000,7 days 05:40:12.000000000,8 days 23:20:10.000000000,13 days 17:59:23.000000000,1 days 01:48:12.000000000,0 days 11:43:58.000000000,19 days 11:17:03.000000000
Cleveland,2019-03-13,51513,P70PS02,7,SOLVENTBASE,ODCT7514R,1131,806028431,70.0,74.12,0 days 01:15:45.000000000,0 days 05:39:56.000000000,2 days 06:09:11.000000000,11 days 18:42:45.000000000,13 days 17:52:19.000000000,0 days 02:51:39.000000000,0 days 10:51:03.000000000,20 days 02:28:59.000000000
Cleveland,2019-04-03,52734,T906 B52,Q,WATERBASE,NHWBQAK,1261,806029320,4686.00519,4689.0,0 days 01:56:08.000000000,0 days 13:11:34.000000000,2 days 21:27:18.000000000,5 days 01:08:45.000000000,13 days 16:56:20.000000000,0 days 18:04:15.000000000,1 days 21:25:40.000000000,17 days 18:34:51.000000000
Cleveland,2019-10-21,66643,T807 B8,5,WATERBASE,JWBSSAM,1271,806036998,1500.0,1511.38,5 days 02:42:39.000000000,1 days 05:58:19.000000000,3 days 22:17:15.000000000,6 days 05:50:35.000000000,13 days 16:40:33.000000000,5 days 18:25:25.000000000,6 days 00:06:18.000000000,20 days 23:08:40.000000000
Cleveland,2020-01-17,75029,,Q,WATERBASE,JWBT1G3X,1291,806043328,4950.0,5144.41,0 days 12:44:49.000000000,2 days 22:46:08.000000000,0 days 00:22:55.000000000,4 days 02:16:05.000000000,13 days 16:35:05.000000000,0 days 20:07:57.000000000,0 days 11:40:31.000000000,28 days 10:01:12.000000000
Cleveland,2019-06-04,56435,T155 B15,2,SBPRIMER,HPCP3T3K,1291,806031456,1500.0,1617.4,0 days 02:12:53.000000000,1 days 03:31:53.000000000,9 days 22:45:02.000000000,12 days 01:20:17.000000000,13 days 16:05:12.000000000,3 days 15:06:45.000000000,0 days 07:40:17.000000000,17 days 06:44:54.000000000
Cleveland,2019-01-10,44700,,5,WATERBASE,BIP2WC27,1411,806024124,1500.0,1622.26,2 days 01:33:16.000000000,0 days 22:26:27.000000000,32 days 03:21:19.000000000,35 days 16:28:56.000000000,13 days 15:19:46.000000000,0 days 16:47:21.000000000,0 days 09:51:48.000000000,38 days 22:19:36.000000000
Cleveland,2019-03-14,52329,T906 B52,Q,WATERBASE,MMB9149,1451,806029061,4000.0,4053.04,0 days 10:16:35.000000000,3 days 11:25:55.000000000,5 days 04:01:10.000000000,11 days 20:54:57.000000000,13 days 14:31:00.000000000,0 days 15:23:57.000000000,0 days 09:20:01.000000000,20 days 23:03:47.000000000
Cleveland,2020-02-29,78900,,3,WATERBASE,CHWBKAD,1261,806045608,2400.0,2505.68,0 days 05:11:10.000000000,0 days 21:25:14.000000000,8 days 00:28:14.000000000,10 days 03:38:30.000000000,13 days 14:09:14.000000000,1 days 00:06:00.000000000,1 days 13:55:29.000000000,18 days 15:58:38.000000000
Cleveland,2019-01-07,45694,Tote,3,WATERBASE,HWS18SBM,1121,806024756,1200.0,1265.54,0 days 07:37:03.000000000,2 days 03:32:56.000000000,0 days 00:01:01.000000000,16 days 10:38:06.000000000,13 days 13:11:53.000000000,0 days 04:25:25.000000000,0 days 03:19:06.000000000,18 days 13:31:55.000000000
Cleveland,2019-08-31,63495,T514 B24,6,SOLVENTBASE,DCT7325RL,1131,806036368,3600.0,3753.31,2 days 11:06:17.000000000,2 days 07:39:44.000000000,11 days 18:07:36.000000000,15 days 17:26:18.000000000,13 days 13:01:04.000000000,0 days 07:51:25.000000000,0 days 12:11:49.000000000,19 days 09:55:25.000000000
Cleveland,2020-02-21,78411,,5,WATERBASE,BIP2WC27,1411,806043422,3000.0,3083.86,2 days 13:25:57.000000000,1 days 09:53:21.000000000,10 days 04:06:57.000000000,13 days 20:41:45.000000000,13 days 12:31:10.000000000,1 days 02:42:51.000000000,0 days 13:57:48.000000000,20 days 12:30:03.000000000
Cleveland,2019-11-19,69357,Tote,3,WATERBASE,CHWBKAD,1261,806039802,2400.0,2417.34,3 days 06:22:01.000000000,1 days 15:00:02.000000000,4 days 00:13:39.000000000,11 days 07:38:13.000000000,13 days 11:20:16.000000000,2 days 22:25:05.000000000,0 days 16:56:01.000000000,24 days 17:42:35.000000000
Cleveland,2019-09-10,65383,T809 B8,5,WATERBASE,VOMB711,1141,806037434,800.0,830.98,3 days 02:54:52.000000000,1 days 07:40:55.000000000,4 days 07:24:36.000000000,6 days 14:58:35.000000000,13 days 10:03:03.000000000,5 days 14:16:29.000000000,0 days 19:51:25.000000000,28 days 21:36:08.000000000
Cleveland,2019-05-16,57728,T807 B8,5,WATERBASE,BIP2WC27,1411,806032233,1500.0,1748.68,0 days 10:16:10.000000000,1 days 17:59:30.000000000,14 days 01:20:41.000000000,17 days 02:23:35.000000000,13 days 09:47:43.000000000,0 days 23:46:44.000000000,0 days 09:36:59.000000000,18 days 16:38:52.000000000
Cleveland,2019-02-22,47023,T905 B52,Q,WATERBASE,NHWBKAD,1261,806025619,7200.0,7458.36,0 days 11:32:41.000000000,5 days 05:00:58.000000000,6 days 11:39:22.000000000,12 days 18:47:21.000000000,13 days 09:31:04.000000000,0 days 21:18:42.000000000,1 days 21:10:09.000000000,26 days 20:49:13.000000000
Cleveland,2019-07-17,58935,T824 B8,5,WATERBASE,AWB2NH797M,1231,806033057,1500.0,1511.13,2 days 11:13:34.000000000,1 days 01:14:07.000000000,5 days 04:09:04.000000000,10 days 18:25:25.000000000,13 days 07:55:02.000000000,0 days 23:55:40.000000000,0 days 14:50:46.000000000,19 days 12:33:56.000000000
Cleveland,2019-05-21,56144,T822 B8,5,WATERBASE,JWBE8T6X,1291,806031264,1250.0,1256.81,1 days 16:21:20.000000000,1 days 04:42:04.000000000,1 days 23:00:00.000000000,4 days 12:10:12.000000000,13 days 06:59:18.000000000,0 days 22:55:24.000000000,0 days 13:09:57.000000000,16 days 05:23:47.000000000
Cleveland,2020-01-30,78403,,5,WATERBASE,ADWBNH797M,1231,806042509,1500.0,1525.94,2 days 18:46:23.000000000,0 days 14:17:05.000000000,6 days 10:08:30.000000000,9 days 03:59:13.000000000,13 days 05:49:14.000000000,1 days 20:19:49.000000000,0 days 05:23:59.000000000,22 days 08:33:04.000000000
Cleveland,2019-07-31,58186,T831 B8,5,WATERBASE,BIP2M416,1411,806032576,3000.0,3228.29,1 days 15:54:49.000000000,1 days 01:39:02.000000000,12 days 12:13:03.000000000,14 days 21:31:44.000000000,13 days 04:52:35.000000000,3 days 10:33:48.000000000,0 days 14:46:41.000000000,23 days 09:00:27.000000000
Cleveland,2019-11-08,73574,Tote,3,WATERBASE,HWT18SE4,1121,806042333,1200.0,1401.25,1 days 03:55:49.000000000,1 days 02:12:20.000000000,12 days 05:06:25.000000000,14 days 01:53:36.000000000,13 days 03:53:26.000000000,0 days 18:38:02.000000000,0 days 20:49:51.000000000,24 days 03:53:36.000000000
Cleveland,2019-03-29,52278,T828 B8,5,WATERBASE,TSL105E,1836,806029033,3000.0,3195.28,0 days 05:41:17.000000000,1 days 02:02:34.000000000,3 days 20:49:48.000000000,10 days 08:38:22.000000000,13 days 03:47:21.000000000,8 days 07:53:55.000000000,0 days 10:29:14.000000000,25 days 05:07:45.000000000
Cleveland,2019-01-28,46217,P12PS16,7,SOLVENTBASE,NHB78044R,1121,806025106,100.0,118.57,0 days 07:15:39.000000000,0 days 09:16:20.000000000,5 days 12:30:13.000000000,13 days 16:53:23.000000000,13 days 03:42:06.000000000,0 days 03:30:44.000000000,0 days 20:54:33.000000000,19 days 17:02:06.000000000
Cleveland,2019-07-25,61915,T807 B8,5,WATERBASE,KMDB301340,1241,806035369,1500.0,1536.02,8 days 21:33:44.000000000,1 days 02:16:38.000000000,13 days 01:46:22.000000000,14 days 18:03:08.000000000,13 days 02:44:27.000000000,0 days 04:30:30.000000000,0 days 06:57:08.000000000,16 days 15:19:59.000000000
Cleveland,2020-01-21,78626,,3,WATERBASE,HWS301292,1121,806045376,400.0,401.83,0 days 02:26:28.000000000,17 days 20:29:34.000000000,6 days 00:12:01.000000000,16 days 12:41:10.000000000,13 days 01:54:26.000000000,0 days 01:40:44.000000000,0 days 09:16:38.000000000,18 days 22:43:59.000000000
Cleveland,2019-07-24,64015,P31PW07,7,WATERBASE,BIP2WC3Z,1411,806036663,290.0,338.76,0 days 04:03:00.000000000,1 days 04:10:17.000000000,7 days 16:33:06.000000000,10 days 22:18:55.000000000,12 days 23:41:39.000000000,0 days 04:21:23.000000000,0 days 07:05:56.000000000,20 days 01:05:19.000000000
Cleveland,2019-02-11,49074,T804 B8,5,WATERBASE,JWBE8W2X,1291,806026744,1255.0,1381.95,0 days 03:34:48.000000000,1 days 11:17:32.000000000,0 days 21:44:23.000000000,7 days 17:07:15.000000000,12 days 23:26:11.000000000,2 days 17:50:11.000000000,0 days 14:32:04.000000000,17 days 09:54:07.000000000
Cleveland,2019-03-27,51829,T101 B29,2,SOLVENTBASE,DCT7408RL,1131,806028687,1000.0,912.3,0 days 09:37:56.000000000,15 days 16:46:26.000000000,11 days 09:50:47.000000000,14 days 13:40:23.000000000,12 days 23:14:45.000000000,0 days 08:24:39.000000000,1 days 08:07:46.000000000,18 days 05:30:17.000000000
Cleveland,2019-06-13,58925,T519 B24,6,SBPRIMER,SNAP3617,1261,806033052,3900.0,3947.33,0 days 09:48:44.000000000,1 days 07:27:51.000000000,10 days 23:56:25.000000000,13 days 08:06:40.000000000,12 days 23:07:04.000000000,1 days 06:56:59.000000000,1 days 14:15:59.000000000,26 days 06:25:46.000000000
Cleveland,2019-06-18,60226,T121 B29,2,SOLVENTBASE,DCT7424RF,1131,806033943,1200.0,1315.06,0 days 16:57:16.000000000,0 days 20:25:34.000000000,8 days 07:56:40.000000000,11 days 09:45:25.000000000,12 days 22:17:47.000000000,6 days 18:41:01.000000000,0 days 09:35:29.000000000,20 days 18:25:50.000000000
Cleveland,2019-05-22,58632,T811 B8,5,WATERBASE,KMDB301340,1241,806032862,1500.0,1513.71,2 days 11:40:10.000000000,14 days 01:16:36.000000000,11 days 11:37:12.000000000,14 days 01:12:53.000000000,12 days 21:54:54.000000000,0 days 07:05:53.000000000,3 days 22:00:55.000000000,20 days 03:52:50.000000000
Cleveland,2019-08-31,61555,Tote,3,WATERBASE,CHWBKAD,1261,806035089,2400.0,2472.21,0 days 15:54:29.000000000,17 days 11:43:34.000000000,4 days 17:38:22.000000000,17 days 11:43:12.000000000,12 days 21:33:26.000000000,0 days 15:54:33.000000000,5 days 13:20:08.000000000,27 days 21:42:09.000000000
Cleveland,2019-10-11,69313,T828 B8,5,WATERBASE,ADWBNH797M,1231,806039782,1500.0,1535.58,2 days 04:03:23.000000000,10 days 18:41:54.000000000,8 days 20:28:59.000000000,12 days 21:13:17.000000000,12 days 20:17:40.000000000,0 days 07:47:18.000000000,0 days 05:33:43.000000000,24 days 00:43:23.000000000
Cleveland,2020-03-23,83140,,5,WATERBASE,BIP2WC27,1411,806043424,3000.0,3039.64,3 days 13:32:56.000000000,16 days 21:02:33.000000000,7 days 16:59:28.000000000,14 days 16:15:38.000000000,12 days 19:57:02.000000000,1 days 13:55:44.000000000,0 days 09:34:50.000000000,22 days 21:37:13.000000000
Cleveland,2019-05-31,60359,P22PM04,7,SOLVENTBASE,ODCT3663R,1131,806034062,200.0,231.8,0 days 10:51:52.000000000,0 days 09:08:40.000000000,10 days 08:15:43.000000000,13 days 02:17:29.000000000,12 days 19:55:25.000000000,0 days 02:34:59.000000000,3 days 02:25:46.000000000,18 days 07:36:18.000000000
Cleveland,2019-07-12,61945,P27PS22,7,SOLVENTBASE,MBSS7701,1451,806035388,250.0,253.28,0 days 15:55:37.000000000,0 days 07:49:46.000000000,2 days 07:27:13.000000000,5 days 02:38:02.000000000,12 days 19:32:37.000000000,0 days 12:24:24.000000000,2 days 16:50:37.000000000,19 days 12:23:49.000000000
Cleveland,2019-04-18,53180,T906 B52,Q,WATERBASE,MMB9149,1451,806029556,4018.0,4080.57,0 days 10:21:12.000000000,0 days 14:06:38.000000000,9 days 02:22:39.000000000,10 days 17:24:24.000000000,12 days 19:31:05.000000000,0 days 06:33:52.000000000,0 days 18:41:38.000000000,14 days 16:52:11.000000000
Cleveland,2020-02-05,79336,,7,A-LIQUID,DCT7456RL,1131,806045856,250.0,260.12,1 days 12:05:24.000000000,0 days 09:33:18.000000000,4 days 16:08:28.000000000,11 days 05:22:26.000000000,12 days 19:14:50.000000000,0 days 13:49:49.000000000,0 days 07:38:56.000000000,19 days 05:46:01.000000000
Cleveland,2019-04-17,56892,T801 B8,5,WATERBASE,JWBE218Y,1291,806031712,1400.0,1484.27,2 days 08:44:37.000000000,0 days 20:47:23.000000000,2 days 16:47:58.000000000,6 days 06:56:54.000000000,12 days 18:04:50.000000000,0 days 06:13:47.000000000,0 days 11:48:07.000000000,16 days 22:12:29.000000000
Cleveland,2019-04-18,56501,T810 B8,5,WATERBASE,JWBE1K3MS,1291,806029795,1400.0,1536.84,0 days 19:04:22.000000000,14 days 05:17:35.000000000,0 days 00:04:02.000000000,10 days 06:49:27.000000000,12 days 17:16:35.000000000,0 days 07:00:37.000000000,0 days 04:58:34.000000000,16 days 04:24:28.000000000
Cleveland,2019-02-06,48200,Tote,3,WATERBASE,CHWBRAY,1261,806026281,900.0,929.35,0 days 02:49:49.000000000,1 days 11:04:50.000000000,9 days 15:48:01.000000000,11 days 02:52:51.000000000,12 days 16:58:32.000000000,1 days 07:02:20.000000000,0 days 15:08:33.000000000,22 days 23:16:39.000000000
Cleveland,2019-05-10,55894,T809 B8,5,WATERBASE,JWBU4W4P,1291,806031056,800.0,815.0,2 days 05:24:48.000000000,1 days 08:14:13.000000000,4 days 17:20:09.000000000,8 days 09:22:28.000000000,12 days 16:49:40.000000000,0 days 12:14:59.000000000,0 days 04:07:51.000000000,16 days 02:36:53.000000000
Cleveland,2019-10-24,71055,T822 B8,5,A-LIQUID,BIP1SLATE,1411,806040922,800.0,830.73,3 days 02:06:04.000000000,0 days 18:08:57.000000000,5 days 08:55:59.000000000,8 days 16:58:57.000000000,12 days 16:22:14.000000000,0 days 07:21:31.000000000,0 days 06:32:10.000000000,23 days 19:48:27.000000000
Cleveland,2019-02-12,47021,T811 B8,5,WATERBASE,MMB6989,1451,806025618,800.0,835.18,1 days 19:34:39.000000000,12 days 07:29:18.000000000,21 days 21:10:28.000000000,25 days 02:21:18.000000000,12 days 12:56:58.000000000,0 days 04:51:53.000000000,0 days 12:16:34.000000000,25 days 20:56:37.000000000
Cleveland,2019-06-14,59179,T812 B8,5,WATERBASE,JWBU4W4P,1291,806033177,800.0,844.33,0 days 05:19:00.000000000,2 days 13:41:26.000000000,8 days 16:54:11.000000000,12 days 04:29:52.000000000,12 days 10:56:36.000000000,0 days 12:57:55.000000000,0 days 13:19:56.000000000,16 days 07:32:48.000000000
Cleveland,2019-02-01,47031,T815 B8,5,WATERBASE,MMB5896,1451,806025623,800.0,807.71,0 days 09:46:09.000000000,3 days 06:32:56.000000000,5 days 17:27:05.000000000,10 days 08:37:36.000000000,12 days 10:46:08.000000000,0 days 07:02:08.000000000,0 days 16:21:14.000000000,17 days 04:28:48.000000000
Cleveland,2019-07-11,61987,Tote,3,WATERBASE,CHWBQAB2,1261,806035421,1800.0,1803.29,0 days 18:11:30.000000000,1 days 15:25:40.000000000,4 days 00:12:05.000000000,10 days 14:13:02.000000000,12 days 10:37:38.000000000,0 days 11:24:37.000000000,0 days 03:56:15.000000000,16 days 18:40:46.000000000
Cleveland,2019-05-28,56983,T154 B15,2,SOLVENTBASE,UDCT6466RF,1131,806031798,1200.0,1226.58,0 days 04:32:40.000000000,0 days 05:41:37.000000000,10 days 13:38:00.000000000,11 days 16:13:53.000000000,12 days 10:33:57.000000000,4 days 15:39:27.000000000,0 days 18:14:45.000000000,24 days 04:04:50.000000000
Cleveland,2019-09-30,63774,T905 B52,Q,WATERBASE,JWBSSAL,1271,806036528,4000.0,4022.39,3 days 10:03:17.000000000,1 days 07:32:44.000000000,5 days 21:53:49.000000000,8 days 07:21:36.000000000,12 days 10:30:49.000000000,1 days 19:30:12.000000000,21 days 04:33:00.000000000,37 days 23:36:09.000000000
Cleveland,2019-12-10,75968,T138 B29,2,CLEARCOAT,MBCS9000FR,1451,806043925,1200.0,1213.38,2 days 14:16:18.000000000,0 days 17:14:41.000000000,0 days 00:03:03.000000000,6 days 10:22:35.000000000,12 days 10:28:07.000000000,4 days 05:57:36.000000000,2 days 08:53:54.000000000,16 days 23:55:23.000000000
Cleveland,2019-01-17,43941,T736 B101,9,WATERBASE,BIP1GRAFIT,1411,806023652,3000.0,3086.59,4 days 21:11:27.000000000,28 days 06:21:17.000000000,7 days 01:28:30.000000000,11 days 00:48:15.000000000,12 days 10:19:28.000000000,12 days 00:00:27.000000000,13 days 01:22:26.000000000,32 days 03:21:08.000000000
Cleveland,2019-06-05,52841,Tote,3,WATERBASE,NHWBK23,1261,806029376,2400.0,2425.15,0 days 18:14:52.000000000,0 days 23:46:00.000000000,1 days 05:59:32.000000000,7 days 16:27:30.000000000,12 days 08:51:58.000000000,18 days 01:08:35.000000000,2 days 13:38:14.000000000,33 days 13:58:51.000000000
Cleveland,2020-03-06,82975,,5,WATERBASE,HWS301191,1121,806047656,1500.0,1539.77,0 days 03:56:17.000000000,0 days 14:29:29.000000000,7 days 00:35:38.000000000,11 days 14:58:16.000000000,12 days 08:20:54.000000000,0 days 08:57:49.000000000,0 days 15:58:20.000000000,14 days 12:24:10.000000000
Cleveland,2019-07-10,64003,P27PW04,7,WATERBASE,JWBT8W6K,1291,806036650,230.0,211.43,3 days 08:49:45.000000000,0 days 13:12:04.000000000,0 days 01:16:24.000000000,6 days 01:45:10.000000000,12 days 07:53:34.000000000,0 days 23:30:54.000000000,0 days 04:12:12.000000000,17 days 15:15:32.000000000
Cleveland,2019-12-17,74940,T106 B29,2,WATERBASE,DCT7432RF,1131,806043264,1001.0,1030.54,0 days 04:02:40.000000000,1 days 10:21:13.000000000,5 days 23:31:16.000000000,9 days 21:39:09.000000000,12 days 07:36:40.000000000,0 days 12:03:25.000000000,0 days 06:54:04.000000000,21 days 08:01:57.000000000
Cleveland,2019-04-23,54097,P31PW41,9,SBPRIMER,DMOP7746,1411,806030002,230.0,220.15,1 days 05:04:07.000000000,0 days 20:04:35.000000000,2 days 00:12:31.000000000,7 days 15:11:05.000000000,12 days 07:17:36.000000000,0 days 04:09:54.000000000,0 days 06:08:36.000000000,22 days 22:20:13.000000000
Cleveland,2020-01-21,79158,,7,WATERBASE,JWBT1K5HP,1291,806045769,300.0,299.04,0 days 19:03:15.000000000,0 days 11:02:58.000000000,3 days 23:44:45.000000000,5 days 10:08:26.000000000,12 days 07:05:52.000000000,1 days 05:20:42.000000000,0 days 09:41:47.000000000,14 days 14:12:04.000000000
Cleveland,2020-02-11,81029,,3,WATERBASE,NHWBRBD,1261,806046772,600.0,639.78,0 days 18:48:44.000000000,0 days 20:03:28.000000000,7 days 06:52:18.000000000,13 days 15:20:35.000000000,12 days 06:17:08.000000000,0 days 05:50:53.000000000,0 days 03:49:02.000000000,14 days 12:57:51.000000000
Cleveland,2019-08-16,64005,T819 B8,5,WATERBASE,AWB2NH797M,1231,806036651,1500.0,1509.32,3 days 10:56:24.000000000,19 days 04:53:44.000000000,7 days 08:21:41.000000000,22 days 08:09:22.000000000,12 days 06:02:26.000000000,0 days 17:59:07.000000000,0 days 14:12:40.000000000,33 days 11:36:25.000000000
Cleveland,2019-05-22,58174,P31PW14,7,WATERBASE,HB2MNH731P,1231,806032570,300.0,324.25,0 days 08:49:31.000000000,0 days 17:29:14.000000000,4 days 08:48:12.000000000,6 days 19:37:41.000000000,12 days 05:59:57.000000000,0 days 02:11:14.000000000,0 days 14:13:25.000000000,18 days 01:18:36.000000000
Cleveland,2020-02-10,79634,,3,WATERBASE,HWT301220,1121,806045989,2800.0,2865.05,3 days 16:14:43.000000000,0 days 19:35:35.000000000,4 days 13:22:16.000000000,11 days 05:30:40.000000000,12 days 05:14:10.000000000,3 days 17:53:20.000000000,0 days 19:25:43.000000000,29 days 00:13:41.000000000
Cleveland,2019-04-29,57285,T816 B8,5,WATERBASE,JWBE1K3MS,1291,806030756,1400.0,1503.14,1 days 00:11:46.000000000,1 days 05:44:25.000000000,1 days 03:49:10.000000000,5 days 21:14:44.000000000,12 days 05:09:12.000000000,0 days 08:54:04.000000000,0 days 11:31:13.000000000,15 days 19:47:52.000000000
Cleveland,2020-03-12,81711,,5,WATERBASE,JWBSK7U,1271,806047266,1500.0,1515.97,3 days 02:43:09.000000000,1 days 04:08:30.000000000,5 days 10:48:20.000000000,8 days 20:41:33.000000000,12 days 04:08:22.000000000,0 days 18:22:09.000000000,0 days 15:15:18.000000000,18 days 07:06:14.000000000
Cleveland,2019-10-31,69537,T826 B8,5,WATERBASE,ADWBNH797M,1231,806039891,1500.0,1514.78,3 days 17:49:21.000000000,15 days 02:07:46.000000000,5 days 14:42:12.000000000,7 days 23:46:52.000000000,12 days 04:07:19.000000000,0 days 17:44:16.000000000,0 days 13:03:17.000000000,27 days 21:16:15.000000000
Cleveland,2020-03-06,80318,,3,WATERBASE,HWTSPT,1121,806046286,2400.0,2444.97,0 days 05:36:10.000000000,1 days 06:14:42.000000000,7 days 05:14:55.000000000,13 days 17:27:06.000000000,12 days 03:48:58.000000000,1 days 14:36:23.000000000,0 days 05:22:37.000000000,21 days 12:30:21.000000000
Cleveland,2019-05-10,56950,T906 B52,Q,WATERBASE,NHWBQAK,1261,806031754,4500.0,4486.76,0 days 11:57:49.000000000,0 days 14:21:09.000000000,8 days 04:30:39.000000000,9 days 09:06:25.000000000,12 days 03:36:50.000000000,9 days 12:49:29.000000000,16 days 00:13:45.000000000,27 days 01:38:16.000000000
Cleveland,2019-01-02,45646,T811 B8,5,WATERBASE,BIP2WC1M,1411,806024734,1501.0,1521.21,4 days 13:10:21.000000000,1 days 13:55:46.000000000,4 days 01:49:40.000000000,7 days 14:09:13.000000000,12 days 03:00:06.000000000,2 days 00:20:39.000000000,0 days 12:36:20.000000000,17 days 18:43:44.000000000
Cleveland,2020-02-13,76941,,3,WATERBASE,HWD17RPX,1121,806044566,2000.0,2084.65,0 days 18:55:53.000000000,2 days 08:10:23.000000000,9 days 13:32:49.000000000,14 days 01:52:06.000000000,12 days 02:57:36.000000000,1 days 10:23:31.000000000,0 days 03:59:41.000000000,20 days 04:50:50.000000000
Cleveland,2019-08-20,64809,Tote,3,WATERBASE,HWH301220,1121,806037098,1600.0,1643.36,1 days 08:00:10.000000000,0 days 14:44:00.000000000,4 days 22:28:59.000000000,11 days 04:26:55.000000000,12 days 02:56:12.000000000,0 days 05:43:13.000000000,0 days 04:38:42.000000000,18 days 11:36:54.000000000
Cleveland,2019-07-16,59146,T809 B8,5,WATERBASE,JWBSK7U,1271,806033167,1500.0,1535.51,1 days 23:13:26.000000000,1 days 18:22:12.000000000,10 days 04:34:14.000000000,13 days 16:49:45.000000000,12 days 02:35:08.000000000,3 days 23:40:13.000000000,0 days 16:21:10.000000000,21 days 16:35:20.000000000
Cleveland,2019-02-26,49982,T526 B24,6,SOLVENTBASE,DCT7325RL,1131,806027252,3600.0,3712.99,0 days 04:08:28.000000000,2 days 13:46:35.000000000,8 days 11:02:04.000000000,13 days 22:35:02.000000000,12 days 02:28:20.000000000,0 days 15:40:28.000000000,2 days 06:51:13.000000000,24 days 17:39:58.000000000
